"Kazalnik državnega dolga, Slovenija, letni podatki do 2015"

"KAZALNIK";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015"
"Dolg sektorja država - % BDP [%]";18.3;21.6;22.1;22.8;23.7;25.9;26.1;27.3;26.7;26.8;26.3;26.0;22.8;21.8;34.6;38.4;46.6;53.9;71.0;80.9;83.1
